lgb_cv_smape,xgb_cv_smape,cat_cv_smape,ensemble_cv_smape,lgb_weight,xgb_weight,cat_weight,n_folds,n_features
52.954661043357866,53.52456552000922,54.80880031812233,53.12283066055655,0.6499999999999999,0.25000000000000006,0.10000000000000003,10,305
